QualityID,DateKey,ProductKey,MachineKey,EmployeeKey,ShiftKey,PlantKey,InspectedQuantity,PassedQuantity,DefectiveQuantity,DefectRatePct,InspectionResult,DefectType,InspectionTimeHours,InspectorScore,ReworkQuantity,ScrapQuantity,FirstPassYieldPct,ReworkRatePct,ScrapRatePct,ReworkCost,ScrapCost,TotalQualityCost
110,20230103,16,21,26,2,5,111,109,2,1.53,Pass,Display Flicker,0.84,98.83,1,1,98.2,50.0,50.0,7.22,620.0,627.22
111,20230103,16,21,144,1,5,126,123,3,2.01,Conditional Pass,Scratch,2.03,91.2,1,2,97.62,33.33,66.67,17.81,1240.0,1257.81
112,20230103,16,24,155,2,5,143,140,3,2.01,Conditional Pass,Power Failure,1.31,97.0,1,2,97.9,33.33,66.67,12.07,1240.0,1252.07
113,20230103,18,21,35,3,5,113,109,4,3.71,Conditional Pass,Power Failure,0.74,84.34,2,2,96.46,50.0,50.0,22.4,8.0,30.4
114,20230103,20,26,42,1,6,80,79,1,1.51,Pass,Display Flicker,1.61,100.0,0,1,98.75,0.0,100.0,0.0,26.0,26.0
115,20230103,20,28,78,3,6,68,66,2,2.87,Conditional Pass,Display Flicker,1.56,98.34,1,1,97.06,50.0,50.0,11.58,26.0,37.58
116,20230103,20,25,171,2,6,77,75,2,2.23,Conditional Pass,Color Issue,1.14,94.32,1,1,97.4,50.0,50.0,9.35,26.0,35.35
117,20230103,21,32,17,1,7,50,49,1,2.1,Conditional Pass,Scratch,0.97,88.15,0,1,98.0,0.0,100.0,0.0,15.0,15.0
118,20230103,21,29,38,1,7,51,50,1,1.31,Pass,Display Flicker,1.34,95.58,0,1,98.04,0.0,100.0,0.0,15.0,15.0
119,20230103,21,32,17,2,7,50,49,1,2.24,Conditional Pass,Scratch,1.11,91.06,0,1,98.0,0.0,100.0,0.0,15.0,15.0
120,20230103,21,32,93,3,7,51,50,1,2.93,Conditional Pass,Alignment Error,1.38,96.04,0,1,98.04,0.0,100.0,0.0,15.0,15.0
121,20230103,22,33,46,2,8,50,49,1,2.79,Conditional Pass,Dead Pixel,1.64,85.22,0,1,98.0,0.0,100.0,0.0,34.0,34.0
122,20230103,22,38,77,1,8,50,49,1,1.45,Pass,Power Failure,1.04,88.43,0,1,98.0,0.0,100.0,0.0,34.0,34.0
123,20230103,22,36,77,3,8,50,48,2,3.32,Conditional Pass,Power Failure,1.31,89.32,0,2,96.0,0.0,100.0,0.0,68.0,68.0
124,20230104,1,3,127,2,1,234,228,6,2.38,Conditional Pass,Alignment Error,1.5,91.58,2,4,97.44,33.33,66.67,17.53,328.0,345.53
125,20230104,1,6,134,2,1,349,340,9,2.45,Conditional Pass,Alignment Error,1.67,92.2,6,3,97.42,66.67,33.33,85.69,246.0,331.69
126,20230104,2,4,28,1,1,191,187,4,2.28,Conditional Pass,Display Flicker,1.21,84.09,2,2,97.91,50.0,50.0,35.44,216.0,251.44
127,20230104,4,1,177,3,1,278,269,9,3.2,Conditional Pass,Display Flicker,2.53,90.03,4,5,96.76,44.44,55.56,41.32,880.0,921.32
128,20230104,5,5,195,2,1,199,195,4,2.01,Conditional Pass,Display Flicker,0.92,92.14,1,3,97.99,25.0,75.0,17.69,744.0,761.69
129,20230104,1,2,98,3,1,237,230,7,3.15,Conditional Pass,Scratch,2.02,82.28,4,3,97.05,57.14,42.86,47.56,246.0,293.56
130,20230104,3,5,198,3,1,165,160,5,3.12,Conditional Pass,Scratch,1.69,85.39,2,3,96.97,40.0,60.0,16.42,396.0,412.42
131,20230104,7,8,40,1,2,192,189,3,1.6,Pass,Color Issue,1.26,96.53,1,2,98.44,33.33,66.67,6.78,376.0,382.78
132,20230104,6,9,186,3,2,217,211,6,2.72,Conditional Pass,Display Flicker,1.05,96.31,2,4,97.24,33.33,66.67,15.58,860.0,875.58
133,20230104,6,10,53,1,2,176,174,2,1.09,Pass,Alignment Error,0.98,97.84,1,1,98.86,50.0,50.0,10.99,215.0,225.99
134,20230104,6,7,107,1,2,256,251,5,1.76,Pass,Packaging Damage,2.18,92.46,3,2,98.05,60.0,40.0,28.7,430.0,458.7
135,20230104,8,9,1,3,2,194,189,5,2.5,Conditional Pass,Alignment Error,1.35,99.75,2,3,97.42,40.0,60.0,29.76,1095.0,1124.76
136,20230104,6,10,53,3,2,172,167,5,2.93,Conditional Pass,Dead Pixel,1.78,97.95,1,4,97.09,20.0,80.0,8.88,860.0,868.88
137,20230104,7,10,178,3,2,161,156,5,3.06,Conditional Pass,Scratch,1.06,90.56,2,3,96.89,40.0,60.0,23.28,564.0,587.28
138,20230104,8,8,161,2,2,198,193,5,2.45,Conditional Pass,Alignment Error,1.24,94.05,2,3,97.47,40.0,60.0,22.9,1095.0,1117.9
139,20230104,6,10,53,2,2,187,183,4,2.0,Conditional Pass,Alignment Error,2.26,100.0,2,2,97.86,50.0,50.0,27.87,430.0,457.87
140,20230104,12,15,20,1,3,165,162,3,1.86,Pass,Loose Connection,1.47,93.61,1,2,98.18,33.33,66.67,16.9,1780.0,1796.9
141,20230104,12,13,20,3,3,109,105,4,3.34,Conditional Pass,Display Flicker,0.83,90.96,1,3,96.33,25.0,75.0,14.99,2670.0,2684.99
142,20230104,9,12,75,2,3,131,129,2,1.86,Pass,Display Flicker,1.42,90.28,0,2,98.47,0.0,100.0,0.0,480.0,480.0
143,20230104,10,15,149,3,3,147,142,5,3.31,Conditional Pass,Packaging Damage,1.54,85.56,1,4,96.6,20.0,80.0,6.48,2040.0,2046.48
144,20230104,10,13,166,2,3,100,98,2,2.45,Conditional Pass,Scratch,1.8,93.33,0,2,98.0,0.0,100.0,0.0,1020.0,1020.0
145,20230104,9,15,29,1,3,184,182,2,1.34,Pass,Loose Connection,2.37,97.31,0,2,98.91,0.0,100.0,0.0,480.0,480.0
146,20230104,9,14,75,1,3,81,79,2,1.96,Pass,Packaging Damage,1.37,91.56,1,1,97.53,50.0,50.0,8.18,240.0,248.18
147,20230104,14,18,27,1,4,65,64,1,1.09,Pass,Power Failure,1.58,99.54,0,1,98.46,0.0,100.0,0.0,1880.0,1880.0
148,20230104,14,18,99,3,4,61,59,2,2.78,Conditional Pass,Color Issue,1.1,88.43,0,2,96.72,0.0,100.0,0.0,3760.0,3760.0
149,20230104,13,19,196,2,4,129,126,3,2.22,Conditional Pass,Color Issue,1.19,92.22,1,2,97.67,33.33,66.67,12.6,2700.0,2712.6
150,20230104,13,20,108,2,4,70,68,2,2.56,Conditional Pass,Scratch,0.77,84.57,0,2,97.14,0.0,100.0,0.0,2700.0,2700.0
151,20230104,15,18,157,1,4,65,64,1,1.04,Pass,Power Failure,1.62,99.2,0,1,98.46,0.0,100.0,0.0,2450.0,2450.0
152,20230104,16,23,8,2,5,129,126,3,2.01,Conditional Pass,Display Flicker,1.69,86.99,1,2,97.67,33.33,66.67,6.62,1240.0,1246.62
153,20230104,16,24,89,3,5,162,157,5,2.87,Conditional Pass,Dead Pixel,1.65,100.0,2,3,96.91,40.0,60.0,28.76,1860.0,1888.76
154,20230104,17,22,83,3,5,117,113,4,3.56,Conditional Pass,Display Flicker,0.78,90.01,2,2,96.58,50.0,50.0,29.03,96.0,125.03
155,20230104,18,21,19,1,5,115,113,2,1.91,Pass,Dead Pixel,1.56,94.37,0,2,98.26,0.0,100.0,0.0,8.0,8.0
156,20230104,16,21,89,1,5,118,116,2,1.7,Pass,Display Flicker,1.43,96.22,1,1,98.31,50.0,50.0,11.98,620.0,631.98
157,20230104,17,23,200,3,5,116,113,3,3.01,Conditional Pass,Alignment Error,1.5,88.21,1,2,97.41,33.33,66.67,17.76,96.0,113.76
158,20230104,20,27,36,2,6,99,97,2,1.74,Pass,Loose Connection,1.38,96.41,0,2,97.98,0.0,100.0,0.0,52.0,52.0
159,20230104,19,28,142,3,6,65,63,2,3.1,Conditional Pass,Display Flicker,1.93,91.73,1,1,96.92,50.0,50.0,10.98,18.0,28.98
160,20230104,20,28,80,1,6,77,76,1,1.34,Pass,Color Issue,1.88,98.78,0,1,98.7,0.0,100.0,0.0,26.0,26.0
161,20230104,19,27,36,3,6,102,99,3,2.48,Conditional Pass,Packaging Damage,2.0,98.53,1,2,97.06,33.33,66.67,9.99,36.0,45.99
162,20230104,21,30,141,2,7,58,57,1,2.05,Conditional Pass,Packaging Damage,1.3,94.85,0,1,98.28,0.0,100.0,0.0,15.0,15.0
163,20230104,21,29,18,2,7,50,49,1,1.5,Pass,Packaging Damage,0.95,100.0,0,1,98.0,0.0,100.0,0.0,15.0,15.0
164,20230104,21,30,88,1,7,62,61,1,1.4,Pass,Color Issue,1.2,90.95,0,1,98.39,0.0,100.0,0.0,15.0,15.0
165,20230104,21,32,126,3,7,50,49,1,2.99,Conditional Pass,Dead Pixel,2.05,84.38,0,1,98.0,0.0,100.0,0.0,15.0,15.0
166,20230104,22,36,77,3,8,50,48,2,3.46,Conditional Pass,Loose Connection,1.91,88.68,1,1,96.0,50.0,50.0,11.48,34.0,45.48
167,20230104,22,35,51,1,8,50,49,1,1.45,Pass,Display Flicker,1.21,99.98,0,1,98.0,0.0,100.0,0.0,34.0,34.0
168,20230105,1,2,30,2,1,328,322,6,1.87,Pass,Packaging Damage,1.66,93.25,3,3,98.17,50.0,50.0,48.66,246.0,294.66
169,20230105,1,6,165,3,1,336,325,11,3.27,Conditional Pass,Scratch,2.6,85.79,7,4,96.73,63.64,36.36,82.99,328.0,410.99
170,20230105,3,5,71,1,1,213,211,2,1.05,Pass,Alignment Error,1.85,99.14,1,1,99.06,50.0,50.0,9.45,132.0,141.45
171,20230105,4,3,195,1,1,230,225,5,1.98,Pass,Dead Pixel,2.08,91.44,1,4,97.83,20.0,80.0,13.6,704.0,717.6
172,20230105,1,2,145,1,1,269,265,4,1.55,Pass,Scratch,1.7,86.96,2,2,98.51,50.0,50.0,13.1,164.0,177.1
173,20230105,3,1,102,1,1,309,306,3,1.03,Pass,Loose Connection,1.56,99.42,1,2,99.03,33.33,66.67,12.37,264.0,276.37
174,20230105,1,1,54,2,1,287,281,6,2.26,Conditional Pass,Alignment Error,1.33,90.35,3,3,97.91,50.0,50.0,40.31,246.0,286.31
175,20230105,3,3,138,2,1,310,303,7,2.26,Conditional Pass,Color Issue,1.87,98.78,3,4,97.74,42.86,57.14,40.96,528.0,568.96
176,20230105,1,6,198,1,1,349,342,7,1.9,Pass,Loose Connection,1.58,82.17,4,3,97.99,57.14,42.86,67.26,246.0,313.26
177,20230105,4,1,134,1,1,306,302,4,1.46,Pass,Packaging Damage,1.22,93.62,2,2,98.69,50.0,50.0,19.18,352.0,371.18
178,20230105,7,7,117,1,2,235,231,4,1.87,Pass,Color Issue,2.01,93.0,1,3,98.3,25.0,75.0,17.99,564.0,581.99
179,20230105,8,11,117,3,2,261,253,8,3.15,Conditional Pass,Display Flicker,1.18,92.47,3,5,96.93,37.5,62.5,28.65,1825.0,1853.65
